[-0.52729063 -0.00097966]
[-0.64838622  0.01998242]
[-0.6284896   0.01989662]
[-0.60881922  0.01967038]
[-0.58751662  0.0213026 ]
[-0.56473757  0.02277905]
[-0.54165077  0.02308681]
[-0.51842864  0.02322213]
[-0.49524528  0.02318336]
[-0.47327432  0.02197096]
[-0.45067936  0.02259496]
[-0.42762695  0.02305242]
[-0.40528442  0.02234253]
[-0.38381073  0.02147369]
[-0.36335499  0.02045574]
[-0.34305532  0.02029967]
[-0.32304449  0.02001083]
[-0.30444869  0.0185958 ]
[-0.28738064  0.01706805]
[-0.27193962  0.01544102]
[-0.25921179  0.01272784]
[-0.24926539  0.0099464 ]
[-0.24215196  0.00711343]
[-0.23590737  0.00624459]
[-0.23056239  0.00534498]
[-0.22814284  0.00241955]
[-0.22866023 -0.0005174 ]
[-0.23211213 -0.00345189]
[-0.23648201 -0.00436989]
[-0.24174871 -0.00526669]
[-0.24888624 -0.00713753]
[-0.25885868 -0.00997244]
[-0.27161441 -0.01275573]
[-0.2850851  -0.01347069]
[-0.29919586 -0.01411075]
[-0.31386535 -0.0146695 ]
[-0.3300061  -0.01614074]
[-0.34751853 -0.01751243]
[-0.365291   -0.01777247]
[-0.38320664 -0.01791564]
[-0.40314437 -0.01993773]
[-0.42496597 -0.0218216 ]
[-0.44851657 -0.0235506 ]
[-0.47262554 -0.02410897]
[-0.49711532 -0.02448978]
[-0.52180352 -0.0246882 ]
[-0.54750518 -0.02570166]
[-0.5720277  -0.02452252]
[-0.59518827 -0.02316058]
[-0.61881604 -0.02362777]
[-0.64273936 -0.02392332]
[-0.66578803 -0.02304867]
[-0.68780232 -0.02201429]
[-0.70963429 -0.02183197]
[-0.73114232 -0.02150802]
[-0.7501924  -0.01905009]
[-0.76667093 -0.01647853]
[-0.78248375 -0.01581282]
[-0.79754432 -0.01506057]
[-0.8117739  -0.01422958]
[-0.82510151 -0.01332761]
[-0.83646382 -0.01136231]
[-0.8448093  -0.00834549]
[-0.85010162 -0.00529231]
[-0.85331837 -0.00321675]
[-0.85444622 -0.00112784]
[-8.54480514e-01 -3.42984516e-05]
[-0.85342113  0.00105939]
[-0.84927241  0.00414872]
[-0.8420516   0.00722081]
[-0.83178949  0.01026211]
[-0.81853147  0.01325802]
[-0.80333899  0.01519248]
[-0.7862862   0.01705279]
[-0.76846094  0.01782526]
[-0.74795997  0.02050096]
[-0.72490051  0.02305946]
[-0.6994214   0.02547912]
[-0.67268391  0.02673748]
[-0.6458652   0.02681871]
[-0.61914991  0.02671529]
[-0.59072776  0.02842215]
[-0.56080554  0.02992222]
[-0.53160485  0.02920069]
[-0.50334412  0.02826073]
[-0.47623521  0.02710891]
[-0.44948033  0.02675488]
[-0.42327677  0.02620356]
[-0.39881431  0.02446245]
[-0.37626604  0.02254828]
[-0.35378712  0.02247891]
[-0.33152742  0.0222597 ]
[-0.30962985  0.02189757]
[-0.2882291   0.02140076]
[-0.26845053  0.01977856]
[-0.25040411  0.01804642]
[-0.23418485  0.01621926]
[-0.21987357  0.01431128]
[-0.20653785  0.01333572]
[-0.19423739  0.01230046]
[-0.18402436  0.01021303]
[-0.17593993  0.00808443]
[-0.17001527  0.00592466]
[-0.16627242  0.00374286]
[-0.16572493  0.00054748]
[-0.16837478 -0.00264985]
[-0.17421242 -0.00583764]
[-0.18321632 -0.0090039 ]
[-0.19435199 -0.01113567]
[-0.20757462 -0.01322263]
[-0.22382798 -0.01625336]
[-0.24303859 -0.01921061]
[-0.26311361 -0.02007502]
[-0.28394942 -0.0208358 ]
[-0.3074317  -0.02348229]
[-0.33342397 -0.02599227]
[-0.36076642 -0.02734245]
[-0.38928212 -0.0285157 ]
[-0.41877816 -0.02949603]
[-0.44804746 -0.0292693 ]
[-0.47687855 -0.02883109]
[-0.5070589  -0.03018035]
[-0.53836324 -0.03130435]
[-0.56955689 -0.03119365]
[-0.60040694 -0.03085005]
[-0.62968602 -0.02927908]
[-0.65718281 -0.02749679]
[-0.68370432 -0.02652151]
[-0.70907068 -0.02536636]
[-0.73311667 -0.02404599]
[-0.75569273 -0.02257606]
[-0.77766536 -0.02197263]
[-0.79891171 -0.02124635]
[-0.81932009 -0.02040839]
[-0.83679027 -0.01747018]
[-0.85124218 -0.01445191]
[-0.86361377 -0.01237159]
[-0.87385503 -0.01024126]
[-0.88292679 -0.00907175]
[-0.89079602 -0.00786924]
[-0.89743544 -0.00663942]
[-0.90082296 -0.00338752]
[-9.00947672e-01 -1.24711312e-04]
[-0.89880917  0.0021385 ]
[-0.89441433  0.00439485]
[-0.88777752  0.00663681]
[-0.87992122  0.0078563 ]
[-0.87087316  0.00904806]
[-0.85966679  0.01120637]
[-0.84634573  0.01332106]
[-0.82996494  0.01638079]
[-0.81059652  0.01936842]
[-0.78933187  0.02126465]
[-0.76627871  0.02305316]
[-0.74156204  0.02471667]
[-0.71532467  0.02623737]
[-0.68672733  0.02859733]
[-0.6559548   0.03077254]
[-0.62421547  0.03173933]
[-0.59173292  0.03248255]
[-0.55774291  0.03399   ]
[-0.52249728  0.03524564]
[-0.4862599   0.03623738]
[-0.44930198  0.03695792]
[-0.41389669  0.0354053 ]
[-0.38029939  0.0335973 ]
[-0.34774403  0.03255536]
[-0.31644725  0.03129678]
[-0.28560601  0.03084123]
[-0.25540189  0.03020412]
[-0.22799914  0.02740275]
[-0.20353402  0.02446512]
[-0.18211715  0.02141686]
[-0.16383636  0.0182808 ]
[-0.14875961  0.01507675]
[-0.13493801  0.0138216 ]
[-0.12241436  0.01252366]
[-0.113224    0.00919036]
[-0.10739081  0.0058332 ]
[-0.10392899  0.00346182]
[-0.10184663  0.00208235]
[-0.10114849  0.00069814]
[-0.10183613 -0.00068764]
[-0.104908   -0.00307188]
[-0.11135708 -0.00644908]
[-0.12116795 -0.00981087]
[-0.13231546 -0.01114751]
[-0.14476859 -0.01245312]
[-0.15948962 -0.01472103]
[-0.1764299  -0.01694028]
[-0.1955281 -0.0190982]
[-0.21670838 -0.02118029]
[-0.23887869 -0.02217031]
[-0.26193405 -0.02305536]
[-0.28775646 -0.02582241]
[-0.31620376 -0.0284473 ]
[-0.34710809 -0.03090433]
[-0.37927512 -0.03216703]
[-0.41249106 -0.03321595]
[-0.44752498 -0.03503391]
[-0.4841245  -0.03659953]
[-0.52201939 -0.03789489]
[-0.55892613 -0.03690674]
[-0.5945684  -0.03564228]
[-0.63068242 -0.03611402]
[-0.66700705 -0.03632463]
[-0.703289   -0.03628194]
[-0.73728759 -0.0339986 ]
[-0.76979107 -0.03250347]
[-0.80061145 -0.03082038]
[-0.83058525 -0.0299738 ]
[-0.85956859 -0.02898335]
[-0.88743764 -0.02786905]
[-0.91408838 -0.02665073]
[-0.9394358  -0.02534743]
[-0.96141274 -0.02197693]
[-0.980972   -0.01955927]
[-0.99808045 -0.01710844]
[-1.01371598 -0.01563554]
[-1.02786412 -0.01414814]
[-1.04051646 -0.01265234]
[-1.0506693  -0.01015284]
[-1.05732228 -0.00665298]
[-1.06047642 -0.00315413]
[-1.06013253e+00  3.43884661e-04]
[-1.05729053  0.002842  ]
[-1.05194967  0.00534086]
[-1.04310907  0.0088406 ]
[-1.03076865  0.01234041]
[-1.01693128  0.01383738]
[-1.00160419  0.01532708]
[-0.98480046  0.01680373]
[-0.96654041  0.01826006]
[-0.94585318  0.02068723]
[-0.92278061  0.02307257]
[-0.89838018  0.02440044]
[-0.87272478  0.0256554 ]
[-0.84590409  0.02682069]
[-0.81602556  0.02987853]
[-0.78322452  0.03280104]
[-0.74766728  0.03555724]
[-0.71155325  0.03611403]
[-0.67510309  0.03645016]
[-0.63755536  0.03754773]
[-0.59816951  0.03938585]
[-0.55722904  0.04094048]
[-0.51603676  0.04119228]
[-0.4749012   0.04113557]
[-0.43312956  0.04177163]
[-0.39102815  0.04210141]
[-0.34889502  0.04213314]
[-0.30701299  0.04188203]
[-0.26664344  0.04036954]
[-0.22801579  0.03862765]
[-0.19032569  0.0376901 ]
[-0.15373902  0.03658667]
[-0.11939114  0.03434789]
[-0.0873846   0.03200654]
[-0.05679264  0.03059196]
[-0.02766449  0.02912815]
[-2.77291647e-05  2.76367585e-02]
[0.02610903 0.02613676]
[0.05075345 0.02464442]
[0.0719268  0.02117335]
[0.09065812 0.01873132]
[0.10698134 0.01632322]
[0.12193221 0.01495087]
[0.13554848 0.01361627]
[0.14686863 0.01132014]
[0.15592753 0.00905891]
[0.16175502 0.00582748]
[0.16437112 0.0026161 ]
[0.16578507 0.00141395]
[0.16600189 0.00021683]
[ 0.16402238 -0.00197952]
[ 0.15983947 -0.00418291]
[ 0.15343851 -0.00640095]
[ 0.14479778 -0.00864073]
[ 0.13288923 -0.01190855]
[ 0.11867673 -0.0142125 ]
[ 0.10212102 -0.01655572]
[ 0.08418171 -0.01793931]
[ 0.0648217  -0.01936001]
[ 0.04300882 -0.02181288]
[ 0.01771671 -0.0252921 ]
[-0.01107186 -0.02878857]
[-0.04335906 -0.03228719]
[-0.07912513 -0.03576607]
[-0.1163211  -0.03719597]
[-0.15486639 -0.03854529]
[-0.19564668 -0.04078029]
[-0.23850857 -0.04286189]
[-0.28225734 -0.04374876]
[-0.32666211 -0.04440477]
[-0.37345947 -0.04679736]
[-0.42234518 -0.04888571]
[-0.47297867 -0.05063349]
[-0.52499036 -0.05201168]
[-0.5769916  -0.05200125]
[-0.62859412 -0.05160251]
[-0.67942212 -0.050828  ]
[-0.72912355 -0.04970143]
[-0.77737937 -0.04825582]
[-0.82391046 -0.04653109]
[-0.86748177 -0.04357132]
[-0.90790773 -0.04042595]
[-0.94604879 -0.03814106]
[-0.98280407 -0.03675528]
[-1.01810585 -0.03530178]
[-1.05191715 -0.0338113 ]
[-1.0842287  -0.03231155]
[-1.11305567 -0.02882696]
[-1.13843126 -0.0253756 ]
[-1.16239992 -0.02396865]
[-1.1850164  -0.02261648]
[-1.2  0. ]
[-1.1987581  0.0012419]
[-1.19627021  0.0024879 ]
[-1.19152817  0.00474203]
[-1.18451685  0.00701132]
[-1.17421469  0.01030217]
[-1.16059184  0.01362285]
[-1.14461225  0.01597958]
[-1.12623867  0.01837358]
[-1.10643504  0.01980363]
[-1.08517079  0.02126426]
[-1.06142274  0.02374805]
[-1.03517696  0.02624577]
[-1.00543281  0.02974415]
[-0.97220826  0.03322455]
[-0.93654671  0.03566155]
[-0.89852163  0.03802507]
[-0.85724114  0.04128049]
[-0.81285572  0.04438542]
[-0.76556307  0.04729265]
[-0.71661092  0.04895216]
[-0.66529072  0.0513202 ]
[-0.61393954  0.05135117]
[-0.56291908  0.05102047]
[-0.51260439  0.05031468]
[-0.46337215  0.04923224]
[-0.41558916  0.047783  ]
[-0.36960213  0.04598702]
[-0.32572943  0.0438727 ]
[-0.28225512  0.04347431]
[-0.23943684  0.04281829]
[-0.19950085  0.03993599]
[-0.16263031  0.03687054]
[-0.12796808  0.03466223]
[-0.09562387  0.03234421]
[-0.0656775   0.02994637]
[-0.03818276  0.02749474]
[-0.01317163  0.02501113]
[0.00834144 0.02151308]
[0.0283553  0.02001386]
[0.0468782 0.0185229]
[0.06192578 0.01504758]
[0.07351638 0.0115906 ]
[0.08166754 0.00815116]
[0.08839335 0.00672581]
[0.09370655 0.0053132 ]
[0.09561789 0.00191134]
[ 0.09413138 -0.00148651]
[ 0.08924389 -0.00488749]
[ 0.08294547 -0.00629842]
[ 0.07522405 -0.00772142]
[ 0.06406602 -0.01115803]
[ 0.04945403 -0.014612  ]
[ 0.03236949 -0.01708453]
[ 0.01279674 -0.01957275]
[-0.01027418 -0.02307091]
[-0.0368439  -0.02656973]
[-0.06689837 -0.03005447]
[-0.10040266 -0.03350429]
[-0.1372944  -0.03689174]
[-0.17747706 -0.04018266]
[-0.22081365 -0.0433366 ]
[-0.26712148 -0.04630783]
[-0.31516863 -0.04804715]
[-0.36467911 -0.04951048]
[-0.41533685 -0.05065774]
[-0.46779235 -0.0524555 ]
[-0.52166444 -0.0538721 ]
[-0.57655105 -0.0548866 ]
[-0.63204217 -0.05549113]
[-0.68773425 -0.05569207]
[-0.74324445 -0.05551021]
[-0.79622397 -0.05297951]
[-0.84637924 -0.05015528]
[-0.89547465 -0.04909541]
[-0.9433246  -0.04784994]
[-0.98979494 -0.04647035]
[-1.03380226 -0.04400732]
[-1.07431161 -0.04050934]
[-1.11132921 -0.03701761]
[-1.14589295 -0.03456374]
[-1.17806547 -0.03217252]
[-1.2  0. ]
[-1.1967581  0.0032419]
[-1.19226366  0.00449445]
[-1.18650225  0.00576141]
[-1.17845599  0.00804626]
[-1.16810107  0.01035492]
[-1.1544088   0.01369227]
[-1.13734473  0.01706407]
[-1.11687153  0.0204732 ]
[-1.09295274  0.02391879]
[-1.06555746  0.02739527]
[-1.03666598  0.02889148]
[-1.00627575  0.03039023]
[-0.97240433  0.03387142]
[-0.93509558  0.03730875]
[-0.89642688  0.0386687 ]
[-0.85650958  0.0399173 ]
[-0.81449032  0.04201926]
[-0.77055593  0.04393439]
[-0.72393422  0.04662172]
[-0.67489882  0.0490354 ]
[-0.62376724  0.05113158]
[-0.57089565  0.05287159]
[-0.51667052  0.05422513]
[-0.46149735  0.05517317]
[-0.40678725  0.0547101 ]
[-0.35293541  0.05385183]
[-0.30030836  0.05262705]
[-0.24923352  0.05107484]
[-0.19999182  0.0492417 ]
[-0.15181349  0.04817833]
[-0.10488033  0.04693316]
[-0.05932444  0.04555589]
[-0.01522906  0.04409538]
[0.02636893 0.04159799]
[0.06447474 0.03810581]
[0.09912717 0.03465243]
[0.13238933 0.03326216]
[0.16434609 0.03195676]
[0.1941006  0.02975451]
[0.22176711 0.02766652]
[0.2484668  0.02669969]
[0.27432945 0.02586265]
[0.29949202 0.02516256]
[0.32209757 0.02260556]
[0.34228224 0.02018467]
[0.36017312 0.01789087]
[0.37788682 0.0177137 ]
[0.39554215 0.01765533]
[0.41226051 0.01671836]
[0.42815927 0.01589876]
[0.44235197 0.0141927 ]
[0.45494134 0.01258937]
[0.46801941 0.01307807]
[0.48168257 0.01366316]
[0.49403218 0.01234961]
[0.50516033 0.01112815]
----
